;"Code Insee";"Code postal";"Commune";"Population";"Superficie";"Densité"
77;77068;77520;"Cessoy-en-Montois";190;;
77;77069;77930;"Chailly-en-Bière";2129;;
77;77070;77120;"Chailly-en-Brie";1180;;
77;77071;77460;"Chaintreaux";783;;
77;77072;77171;"Chalautre-la-Grande";610;;
77;77073;77160;"Chalautre-la-Petite";568;;
77;77075;77144;"Chalifert  ";1161;;
77;77076;77650;"Chalmaison";768;;
77;77077;77910;"Chambry  ";841;;
77;77078;77260;"Chamigny";1250;;
77;77079;77430;"Champagne-sur-Seine";6594;;
77;77080;77560;"Champcenest";116;;
77;77081;77390;"Champdeuil";663;;
77;77082;77720;"Champeaux";804;;
77;77083;77420;"Champs-sur-Marne";24553;;
77;77084;77660;"Changis-sur-Marne";950;;
77;77085;77600;"Chanteloup-en-Brie  ";1780;;
77;77086;77720;"La Chapelle-Gauthier";1269;;
77;77087;77540;"La Chapelle-Iger";152;;
77;77088;77760;"La Chapelle-la-Reine";2798;;
77;77093;77320;"La Chapelle-Moutils";324;;
77;77089;77370;"La Chapelle-Rablais";779;;
77;77090;77160;"La Chapelle-Saint-Sulpice";171;;
77;77091;77610;"Les Chapelles-Bourbon";332;;
77;77094;77410;"Charmentray";234;;
77;77095;77410;"Charny";1150;;
77;77096;77590;"Chartrettes";2391;;
77;77097;77320;"Chartronges";270;;
77;77098;77370;"Châteaubleau";263;;
77;77099;77570;"Château-Landon";3363;;
77;77100;77820;"Le Châtelet-en-Brie";4532;;
77;77101;77126;"Châtenay-sur-Seine";950;;
77;77102;77167;"Châtenoy";134;;
77;77103;77820;"Châtillon-la-Borde";204;;
77;77104;77610;"Châtres";555;;
77;77335;77124;"Chauconin-Neufmontiers  ";1494;;
77;77106;77169;"Chauffry";850;;
77;77107;77390;"Chaumes-en-Brie";2743;;
77;77108;77500;"Chelles  ";51035;;
77;77109;77160;"Chenoise";1200;;
77;77110;77570;"Chenou";293;;
77;77111;77700;"Chessy  ";3773;;
77;77112;77760;"Chevrainvilliers";236;;
77;77113;77320;"Chevru";855;;
77;77114;77173;"Chevry-Cossigny";3525;;
77;77115;77710;"Chevry-en-Sereine";454;;
77;77116;77320;"Choisy-en-Brie";1152;;
77;77117;77730;"Citry";682;;
77;77118;77410;"Claye-Souilly";10152;;
77;77119;77370;"Clos-Fontaine";270;;
77;77120;77440;"Cocherel";484;;
77;77121;77090;"Collégien  ";3165;;
77;77122;77380;"Combs-la-Ville ";21091;;
77;77123;77290;"Compans";724;;
77;77124;77600;"Conches-sur-Gondoire  ";1716;;
77;77125;77450;"Condé-Sainte-Libiaire";1344;;
77;77126;77440;"Congis-sur-Thérouanne";1516;;
77;77127;77170;"Coubert";1275;;
77;77128;77860;"Couilly-Pont-aux-Dames";1897;;
77;77129;77840;"Coulombs-en-Valois";563;;
77;77130;77580;"Coulommes";394;;
77;77131;77120;"Coulommiers";13852;;
77;77132;77700;"Coupvray  ";2713;;
77;77133;77126;"Courcelles-en-Bassée";204;;
77;77134;77560;"Courchamp";163;;
77;77135;77540;"Courpalay";1269;;
77;77136;77390;"Courquetaine";173;;
77;77137;77560;"Courtacon";179;;
77;77138;77390;"Courtomer";554;;
77;77139;77181;"Courtry  ";6036;;
77;77140;77154;"Coutençon";229;;
77;77141;77580;"Coutevroult";536;;
77;77142;77580;"Crécy-la-Chapelle";3851;;
77;77143;77124;"Crégy-lès-Meaux  ";3677;;
77;77144;77610;"Crèvecœur-en-Brie";299;;
77;77145;77390;"Crisenoy";604;;
77;77146;77183;"Croissy-Beaubourg";2236;;
77;77147;77370;"La Croix-en-Brie";651;;
77;77148;77840;"Crouy-sur-Ourcq";1585;;
77;77149;77160;"Cucharmoy";223;;
77;77150;77165;"Cuisy";374;;
77;77151;77320;"Dagny";322;;
77;77152;77190;"Dammarie-lès-Lys  ";20659;;
77;77153;77230;"Dammartin-en-Goële";6735;;
77;77154;77163;"Dammartin-sur-Tigeaux";813;;
77;77155;77400;"Dampmart  ";2754;;
77;77156;77140;"Darvault";778;;
77;77157;77440;"Dhuisy";241;;
77;77158;77940;"Diant";189;;
77;77159;77520;"Donnemarie-Dontilly";2628;;
77;77161;77130;"Dormelles";791;;
77;77162;77510;"Doue";1028;;
77;77163;77139;"Douy-la-Ramée";234;;
77;77164;77830;"Échouboulains";516;;
77;77165;77820;"Les Écrennes";638;;
77;77166;77250;"Écuelles";2463;;
77;77167;77126;"Égligny";275;;
77;77168;77620;"Égreville";1841;;
77;77169;77184;"Émerainville";7027;;
77;77170;77250;"Épisy";491;;
77;77171;77450;"Esbly";5131;;
77;77172;77940;"Esmans";875;;
77;77173;77139;"Étrépilly";812;;
77;77174;77157;"Everly";569;;
77;77175;77166;"Évry-Grégy-sur-Yerre";2041;;
77;77176;77515;"Faremoutiers";2287;;
77;77177;77220;"Favières";941;;
77;77178;77167;"Faÿ-lès-Nemours";430;;
77;77179;77133;"Féricy";506;;
77;77180;77150;"Férolles-Attilly";1032;;
77;77181;77164;"Ferrières-en-Brie";1655;;
77;77182;77320;"La Ferté-Gaucher";4150;;
77;77183;77260;"La Ferté-sous-Jouarre";8584;;
77;77184;77940;"Flagy";534;;
77;77185;77930;"Fleury-en-Bière";546;;
77;77186;77300;"Fontainebleau";17811;;
77;77187;77480;"Fontaine-Fourches";509;;
77;77188;77590;"Fontaine-le-Port";844;;
77;77190;77370;"Fontains";247;;
77;77191;77370;"Fontenailles";887;;
77;77192;77610;"Fontenay-Trésigny";5015;;
77;77193;77165;"Forfry";183;;
77;77194;77130;"Forges";345;;
77;77195;77390;"Fouju";523;;
77;77196;77410;"Fresnes-sur-Marne";441;;
77;77197;77320;"Frétoy";113;;
77;77198;77760;"Fromont";157;;
77;77199;77470;"Fublaines  ";1011;;
77;77200;77890;"Garentreville";79;;
77;77201;77370;"Gastins";585;;
77;77202;77690;"La Genevraye";639;;
77;77203;77910;"Germigny-l'Évêque  ";1356;;
77;77204;77840;"Germigny-sous-Coulombs";166;;
77;77205;77165;"Gesvres-le-Chapitre";141;;
77;77206;77120;"Giremoutiers";106;;
77;77207;77890;"Gironville";172;;
77;77208;77114;"Gouaix";1393;;
77;77209;77400;"Gouvernes  ";1100;;
77;77210;77130;"La Grande-Paroisse";2520;;
77;77211;77720;"Grandpuits-Bailly-Carrois";979;;
77;77212;77118;"Gravon";115;;
77;77214;77410;"Gressy";813;;
77;77215;77220;"Gretz-Armainvilliers";7658;;
77;77216;77880;"Grez-sur-Loing";1277;;
77;77217;77166;"Grisy-Suisnes";1989;;
77;77218;77480;"Grisy-sur-Seine";102;;
77;77219;77580;"Guérard";1970;;
77;77220;77760;"Guercheville";233;;
77;77221;77600;"Guermantes  ";1392;;
77;77222;77390;"Guignes";2412;;
77;77223;77520;"Gurcy-le-Châtel";384;;
77;77224;77515;"Hautefeuille";207;;
77;77225;77580;"La Haute-Maison";220;;
77;77226;77850;"Héricy";2519;;
77;77227;77114;"Hermé";525;;
77;77228;77510;"Hondevilliers";215;;
77;77229;77610;"La Houssaye-en-Brie";1456;;
77;77230;77890;"Ichy";171;;
77;77231;77440;"Isles-les-Meldeuses";602;;
77;77232;77450;"Isles-lès-Villenoy  ";687;;
77;77233;77165;"Iverny";488;;
77;77234;77450;"Jablines";574;;
77;77235;77440;"Jaignes";310;;
77;77236;77480;"Jaulnes";319;;
77;77237;77600;"Jossigny  ";534;;
77;77238;77640;"Jouarre";3990;;
77;77239;77970;"Jouy-le-Châtel";1392;;
77;77240;77320;"Jouy-sur-Morin";2000;;
77;77241;77230;"Juilly";1647;;
77;77242;77650;"Jutigny";528;;
77;77243;77400;"Lagny-sur-Marne  ";19368;;
77;77244;77760;"Larchant";695;;
77;77245;77148;"Laval-en-Brie";379;;
77;77246;77171;"Léchelle";525;;
77;77247;77320;"Lescherolles";418;;
77;77248;77450;"Lesches";534;;
77;77249;77150;"Lésigny";8832;;
77;77250;77320;"Leudon-en-Brie";144;;
77;77251;77127;"Lieusaint ";10280;;
77;77252;77550;"Limoges-Fourches";297;;
77;77253;77550;"Lissy";171;;
77;77254;77220;"Liverdy-en-Brie";1031;;
77;77255;77000;"Livry-sur-Seine  ";1950;;
77;77256;77650;"Lizines";155;;
77;77257;77440;"Lizy-sur-Ourcq";3377;;
77;77258;77185;"Lognes";15204;;
77;77259;77230;"Longperrier";2071;;
77;77260;77650;"Longueville";1713;;
77;77261;77710;"Lorrez-le-Bocage-Préaux";1215;;
77;77262;77560;"Louan-Villegruis-Fontaine";421;;
77;77263;77520;"Luisetaines";208;;
77;77264;77540;"Lumigny-Nesles-Ormeaux";1319;;
77;77265;77138;"Luzancy";809;;
77;77266;77133;"Machault";634;;
77;77267;77570;"La Madeleine-sur-Loing";354;;
77;77268;77700;"Magny-le-Hongre  ";3924;;
77;77269;77950;"Maincy";1693;;
77;77270;77580;"Maisoncelles-en-Brie";683;;
77;77271;77570;"Maisoncelles-en-Gâtinais";112;;
77;77272;77370;"Maison-Rouge";693;;
77;77273;77230;"Marchémoret";332;;
77;77274;77139;"Marcilly";353;;
77;77275;77560;"Les Marêts";135;;
77;77276;77100;"Mareuil-lès-Meaux  ";1579;;
77;77277;77610;"Marles-en-Brie";1294;;
77;77278;77120;"Marolles-en-Brie";355;;
77;77279;77130;"Marolles-sur-Seine";1357;;
77;77280;77440;"Mary-sur-Marne";1160;;
77;77281;77120;"Mauperthuis";429;;
77;77282;77990;"Mauregard";237;;
77;77283;77145;"May-en-Multien";797;;
77;77284;77100;"Meaux  ";49800;;
77;77285;77350;"Le Mée-sur-Seine  ";21217;;
77;77286;77520;"Meigneux";174;;
77;77287;77320;"Meilleray";398;;
77;77288;77000;"Melun  ";38000;;
77;77289;77171;"Melz-sur-Seine";339;;
77;77290;77730;"Méry-sur-Marne";483;;
77;77291;77990;"Le Mesnil-Amelot";565;;
77;77292;77410;"Messy";1072;;
77;77293;77130;"Misy-sur-Yonne";749;;
77;77294;77290;"Mitry-Mory";16869;;
77;77295;77950;"Moisenay";1161;;
77;77296;77550;"Moissy-Cramayel ";16378;;
77;77297;77570;"Mondreville";354;;
77;77298;77520;"Mons-en-Montois";390;;
77;77299;77250;"Montarlot";227;;
77;77300;77470;"Montceaux-lès-Meaux  ";574;;
77;77301;77151;"Montceaux-lès-Provins";337;;
77;77302;77140;"Montcourt-Fromonville";2231;;
77;77303;77320;"Montdauphin";184;;
77;77304;77320;"Montenils";40;;
77;77305;77130;"Montereau-Fault-Yonne";17625;;
77;77306;77950;"Montereau-sur-le-Jard  ";567;;
77;77307;77144;"Montévrain";3149;;
77;77308;77230;"Montgé-en-Goële";633;;
77;77309;77122;"Monthyon";1337;;
77;77310;77480;"Montigny-le-Guesdier";285;;
77;77311;77520;"Montigny-Lencoup";1225;;
77;77312;77690;"Montigny-sur-Loing";2751;;
77;77313;77940;"Montmachoux";220;;
77;77314;77320;"Montolivet";203;;
77;77315;77450;"Montry";3066;;
77;77316;77250;"Moret-sur-Loing";4402;;
77;77317;77720;"Mormant";4362;;
77;77318;77163;"Mortcerf";1307;;
77;77319;77160;"Mortery";153;;
77;77320;77120;"Mouroux";4201;;
77;77321;77480;"Mousseaux-lès-Bray";617;;
77;77322;77230;"Moussy-le-Neuf";2781;;
77;77323;77230;"Moussy-le-Vieux";1008;;
77;77325;77480;"Mouy-sur-Seine";381;;
77;77326;77176;"Nandy ";6482;;
77;77327;77370;"Nangis";7479;;
77;77328;77760;"Nanteau-sur-Essonne";432;;
77;77329;77710;"Nanteau-sur-Lunain";485;;
77;77330;77100;"Nanteuil-lès-Meaux  ";5009;;
77;77331;77730;"Nanteuil-sur-Marne";458;;
77;77332;77230;"Nantouillet";264;;
77;77333;77140;"Nemours";12898;;
77;77336;77610;"Neufmoutiers-en-Brie";854;;
77;77337;77186;"Noisiel";15502;;
77;77338;77940;"Noisy-Rudignon";460;;
77;77339;77123;"Noisy-sur-École";1823;;
77;77340;77140;"Nonville";558;;
77;77341;77114;"Noyen-sur-Seine";318;;
77;77342;77890;"Obsonville";89;;
77;77343;77440;"Ocquerre";307;;
77;77344;77178;"Oissery";2232;;
77;77345;77750;"Orly-sur-Morin";561;;
77;77348;77167;"Ormesson";238;;
77;77347;77134;"Les Ormes-sur-Voulzie";823;;
77;77349;77280;"Othis";6749;;
77;77350;77330;"Ozoir-la-Ferrière";20200;;
77;77352;77390;"Ozouer-le-Voulgis";1544;;
77;77353;77710;"Paley";411;;
77;77354;77830;"Pamfou";836;;
77;77355;77520;"Paroy";193;;
77;77356;77480;"Passy-sur-Seine";34;;
77;77357;77970;"Pécy";677;;
77;77358;77124;"Penchard  ";799;;
77;77359;77930;"Perthes";1896;;
77;77360;77131;"Pézarches";273;;
77;77361;77580;"Pierre-Levée";354;;
77;77363;77181;"Le Pin";1067;;
77;77364;77165;"Le Plessis-aux-Bois";172;;
77;77365;77540;"Le Plessis-Feu-Aussoux";374;;
77;77366;77165;"Le Plessis-l'Évêque";234;;
77;77367;77440;"Le Plessis-Placy";262;;
77;77368;77160;"Poigny";408;;
77;77369;77470;"Poincy  ";694;;
77;77370;77167;"Poligny";813;;
77;77371;77515;"Pommeuse";2476;;
77;77372;77400;"Pomponne  ";3256;;
77;77373;77340;"Pontault-Combault";34700;;
77;77374;77135;"Pontcarré";1816;;
77;77376;77410;"Précy-sur-Marne";480;;
77;77377;77220;"Presles-en-Brie";2186;;
77;77378;77310;"Pringy";2316;;
77;77379;77160;"Provins";"12 267";;
77;77380;77139;"Puisieux";282;;
77;77381;77720;"Quiers";583;;
77;77382;77860;"Quincy-Voisins";4561;;
77;77383;77370;"Rampillon";607;;
77;77384;77550;"Réau ";705;;
77;77385;77510;"Rebais";2020;;
77;77386;77760;"Recloses";600;;
77;77387;77710;"Remauville";368;;
77;77388;77260;"Reuil-en-Brie";819;;
77;77389;77000;"La Rochette  ";2759;;
77;77390;77680;"Roissy-en-Brie";19693;;
77;77391;77160;"Rouilly";428;;
77;77392;77230;"Rouvres";604;;
77;77393;77540;"Rozay-en-Brie";2613;;
77;77394;77950;"Rubelles  ";1848;;
77;77395;77760;"Rumont";124;;
77;77396;77560;"Rupéreux";74;;
77;77397;77730;"Saâcy-sur-Marne";1717;;
77;77398;77510;"Sablonnières";638;;
77;77399;77710;"Saint-Ange-le-Viel";215;;
77;77400;77515;"Saint-Augustin";1413;;
77;77402;77320;"Saint-Barthélemy";361;;
77;77403;77160;"Saint-Brice";719;;
77;77405;77750;"Saint-Cyr-sur-Morin";1684;;
77;77406;77510;"Saint-Denis-lès-Rebais";780;;
77;77401;77260;"Sainte-Aulde";521;;
77;77404;77650;"Sainte-Colombe";1697;;
77;77407;77310;"Saint-Fargeau-Ponthierry";11224;;
77;77408;77470;"Saint-Fiacre";389;;
77;77409;77130;"Saint-Germain-Laval";2602;;
77;77410;77950;"Saint-Germain-Laxis  ";514;;
77;77411;77169;"Saint-Germain-sous-Doue";382;;
77;77412;77930;"Saint-Germain-sur-École";328;;
77;77413;77860;"Saint-Germain-sur-Morin";3362;;
77;77414;77160;"Saint-Hilliers";403;;
77;77415;77660;"Saint-Jean-les-Deux-Jumeaux";1227;;
77;77416;77370;"Saint-Just-en-Brie";196;;
77;77417;77510;"Saint-Léger";200;;
77;77418;77650;"Saint-Loup-de-Naud";855;;
77;77419;77670;"Saint-Mammès";3084;;
77;77420;77230;"Saint-Mard";3445;;
77;77421;77320;"Saint-Mars-Vieux-Maisons";188;;
77;77423;77320;"Saint-Martin-des-Champs";582;;
77;77424;77320;"Saint-Martin-du-Boschet";187;;
77;77425;77630;"Saint-Martin-en-Bière";754;;
77;77426;77720;"Saint-Méry";366;;
77;77427;77410;"Saint-Mesmes";462;;
77;77428;77720;"Saint-Ouen-en-Brie";704;;
77;77429;77750;"Saint-Ouen-sur-Morin";537;;
77;77430;77178;"Saint-Pathus";4829;;
77;77431;77140;"Saint-Pierre-lès-Nemours";5815;;
77;77432;77320;"Saint-Rémy-la-Vanne";807;;
77;77433;77120;"Saints";1173;;
77;77434;77480;"Saint-Sauveur-lès-Bray";287;;
77;77435;77930;"Saint-Sauveur-sur-École";1048;;
77;77436;77169;"Saint-Siméon";737;;
77;77437;77165;"Saint-Soupplets";2890;;
77;77438;77400;"Saint-Thibault-des-Vignes  ";6506;;
77;77439;77148;"Salins";916;;
77;77440;77260;"Sammeron";956;;
77;77441;77920;"Samois-sur-Seine";2237;;
77;77442;77210;"Samoreau";2268;;
77;77443;77580;"Sancy";306;;
77;77444;77320;"Sancy-lès-Provins";269;;
77;77445;77176;"Savigny-le-Temple ";26935;;
77;77446;77650;"Savins";508;;
77;77447;77240;"Seine-Port  ";1754;;
77;77448;77260;"Sept-Sorts";394;;
77;77449;77700;"Serris  ";2320;;
77;77450;77170;"Servon";2791;;
77;77451;77640;"Signy-Signets";564;;
77;77452;77520;"Sigy";70;;
77;77453;77115;"Sivry-Courtry";982;;
77;77454;77520;"Sognolles-en-Montois";345;;
77;77455;77111;"Soignolles-en-Brie";1967;;
77;77456;77650;"Soisy-Bouy";748;;
77;77457;77111;"Solers";1243;;
77;77458;77460;"Souppes-sur-Loing";5346;;
77;77459;77171;"Sourdun";1232;;
77;77460;77440;"Tancrou";272;;
77;77461;77520;"Thénisy";239;;
77;77462;77230;"Thieux";683;;
77;77463;77810;"Thomery";3203;;
77;77464;77400;"Thorigny-sur-Marne  ";9095;;
77;77465;77940;"Thoury-Férottes";609;;
77;77466;77163;"Tigeaux";366;;
77;77467;77130;"La Tombe";222;;
77;77468;77200;"Torcy";21595;;
77;77469;77131;"Touquin";950;;
77;77470;77220;"Tournan-en-Brie";7545;;
77;77471;77123;"Tousson";378;;
77;77472;77510;"La Trétoire";389;;
77;77473;77710;"Treuzy-Levelay";431;;
77;77474;77450;"Trilbardou  ";517;;
77;77475;77470;"Trilport  ";4602;;
77;77476;77440;"Trocy-en-Multien";225;;
77;77477;77760;"Ury";762;;
77;77478;77260;"Ussy-sur-Marne";841;;
77;77479;77360;"Vaires-sur-Marne  ";11772;;
77;77480;77830;"Valence-en-Brie";583;;
77;77481;77370;"Vanvillé";184;;
77;77482;77130;"Varennes-sur-Seine";3153;;
77;77483;77910;"Varreddes  ";1810;;
77;77484;77580;"Vaucourtois";202;;
77;77485;77123;"Le Vaudoué";717;;
77;77486;77141;"Vaudoy-en-Brie";675;;
77;77487;77000;"Vaux-le-Pénil  ";10688;;
77;77489;77710;"Vaux-sur-Lunain";192;;
77;77490;77440;"Vendrest";609;;
77;77491;77250;"Veneux-les-Sablons";4713;;
77;77492;77510;"Verdelot";653;;
77;77493;77390;"Verneuil-l'Étang";3135;;
77;77494;77670;"Vernou-la-Celle-sur-Seine";2499;;
77;77495;77240;"Vert-Saint-Denis ";7081;;
77;77496;77370;"Vieux-Champagne";190;;
77;77498;77450;"Vignely  ";159;;
77;77500;77710;"Villebéon";406;;
77;77501;77250;"Villecerf";738;;
77;77504;77710;"Villemaréchal";791;;
77;77505;77470;"Villemareuil";352;;
77;77506;77250;"Villemer";648;;
77;77507;77480;"Villenauxe-la-Petite";372;;
77;77508;77174;"Villeneuve-le-Comte";1683;;
77;77509;77154;"Villeneuve-les-Bordes";579;;
77;77510;77174;"Villeneuve-Saint-Denis";672;;
77;77511;77230;"Villeneuve-sous-Dammartin";534;;
77;77512;77510;"Villeneuve-sur-Bellot";1070;;
77;77513;77124;"Villenoy  ";3542;;
77;77514;77270;"Villeparisis";21296;;
77;77515;77410;"Villeroy";587;;
77;77516;77130;"Ville-Saint-Jacques";682;;
77;77517;77410;"Villevaudé";1599;;
77;77518;77190;"Villiers-en-Bière";196;;
77;77519;77560;"Villiers-Saint-Georges";1030;;
77;77520;77760;"Villiers-sous-Grez";764;;
77;77521;77580;"Villiers-sur-Morin";1527;;
77;77522;77114;"Villiers-sur-Seine";316;;
77;77523;77480;"Villuis";222;;
77;77524;77520;"Vimpelles";438;;
77;77525;77230;"Vinantes";287;;
77;77526;77139;"Vincy-Manœuvre";193;;
77;77527;77540;"Voinsles";500;;
77;77528;77950;"Voisenon  ";1027;;
77;77529;77580;"Voulangis";1261;;
77;77530;77560;"Voulton";293;;
77;77531;77940;"Voulx";1811;;
77;77532;77160;"Vulaines-lès-Provins";67;;
77;77533;77870;"Vulaines-sur-Seine";2065;;
77;77534;77390;"Yèbles";558;;
78;78003;78660;"Ablis";"3 142";"2 592";122
78;78005;78260;"Achères";"19 850";944;"2 103"
78;78006;78113;"Adainville";775;"1 016";77
78;78007;78240;"Aigremont";"1 063";300;355
78;78009;78660;"Allainville";305;"1 630";19
78;78010;78580;"Les Alluets-le-Roi";"1 209";739;164
78;78013;78770;"Andelu";461;396;117
78;78015;78570;"Andrésy";"12 558";691;"1 818"
78;78020;78790;"Arnouville-lès-Mantes";794;998;80
78;78029;78410;"Aubergenville";"12 126";883;"1 374"
78;78030;78610;"Auffargis";"1 940";"1 714";114
78;78031;78930;"Auffreville-Brasseuil";611;237;258
78;78033;78126;"Aulnay-sur-Mauldre";"1 145";223;514
78;78034;78770;"Auteuil";914;440;208
78;78036;78770;"Autouillet";453;493;92
78;78043;78870;"Bailly";"4 022";653;616
78;78048;78550;"Bazainville";"1 324";"1 203";111
78;78049;78580;"Bazemont";"1 536";659;234
78;78050;78490;"Bazoches-sur-Guyonne";576;566;102
78;78053;78910;"Béhoust";453;534;85
78;78057;78270;"Bennecourt";"1 763";695;254
78;78062;78650;"Beynes";"7 501";"1 856";405
78;78068;78270;"Blaru";924;"1 484";63
78;78070;78930;"Boinville-en-Mantois";290;493;59
78;78071;78660;"Boinville-le-Gaillard";572;"1 252";46
78;78072;78200;"Boinvilliers";266;359;75
78;78073;78390;"Bois-d'Arcy";"13 331";548;"2 433"
78;78076;78910;"Boissets";259;390;67
78;78077;78125;"La Boissière-École";771;"2 506";31
78;78082;78200;"Boissy-Mauvoisin";633;511;124
78;78084;78490;"Boissy-sans-Avoir";596;396;151
78;78087;78830;"Bonnelles";"2 078";"1 084";192
78;78089;78270;"Bonnières-sur-Seine";"4 049";766;529
78;78090;78410;"Bouafle";"2 161";692;313
78;78092;78380;"Bougival";"8 418";276;"3 050"
78;78096;78113;"Bourdonné";466;"1 076";44
78;78104;78930;"Breuil-Bois-Robert";696;375;186
78;78107;78980;"Bréval";"1 865";"1 138";164
78;78108;78610;"Les Bréviaires";969;"1 955";50
78;78113;78440;"Brueil-en-Vexin";640;734;88
78;78117;78530;"Buc";"5 502";807;682
78;78118;78200;"Buchelay";"2 256";494;457
78;78120;78830;"Bullion";"1 944";"2 090";94
78;78123;78955;"Carrières-sous-Poissy";"13 968";719;"1 943"
78;78124;78420;"Carrières-sur-Seine";"15 450";502;"3 078"
78;78125;78720;"La Celle-les-Bordes";914;"2 260";41
78;78126;78170;"La Celle-Saint-Cloud";"21 202";582;"3 643"
78;78128;78720;"Cernay-la-Ville";"1 652";977;170
78;78133;78240;"Chambourcy";"5 812";787;739
78;78138;78570;"Chanteloup-les-Vignes";"8 924";333;"2 680"
78;78140;78130;"Chapet";"1 177";510;231
78;78143;78117;"Châteaufort";"1 409";488;289
78;78146;78400;"Chatou";"29 472";508;"5 802"
78;78147;78270;"Chaufour-lès-Bonnières";406;302;135
78;78152;78450;"Chavenay";"1 840";603;306
78;78158;78150;"Le Chesnay";"29 542";424;"6 968"
78;78160;78460;"Chevreuse";"5 693";"1 342";425
78;78162;78460;"Choisel";518;873;60
78;78163;78910;"Civry-la-Forêt";330;940;36
78;78164;78120;"Clairefontaine-en-Yvelines";791;"1 722";46
78;78165;78340;"Les Clayes-sous-Bois";"17 078";611;"2 796"
78;78168;78310;"Coignières";"4 400";827;533
78;78171;78113;"Condé-sur-Vesgre";"1 039";"1 071";98
78;78172;78700;"Conflans-Sainte-Honorine";"33 671";990;"3 402"
78;78185;78790;"Courgent";393;202;195
78;78188;78270;"Cravent";380;613;62
78;78189;78121;"Crespières";"1 642";"1 491";111
78;78190;78290;"Croissy-sur-Seine";"10 067";344;"2 927"
78;78192;78111;"Dammartin-en-Serve";982;"1 398";71
78;78193;78720;"Dampierre-en-Yvelines";"1 162";"1 117";105
78;78194;78550;"Dannemarie";244;344;71
78;78196;78810;"Davron";390;595;66
78;78202;78440;"Drocourt";467;384;122
78;78206;78920;"Ecquevilly";"4 329";"1 127";385
78;78208;78990;"Élancourt";"27 577";851;"3 241"
78;78209;78125;"Émancé";791;"1 199";66
78;78217;78680;"Épône";"6 357";"1 277";498
78;78220;78690;"Les Essarts-le-Roi";"6 123";"1 932";317
78;78224;78620;"L'Étang-la-Ville";"4 742";538;882
78;78227;78740;"Évecquemont";766;250;307
78;78230;78410;"La Falaise";616;300;206
78;78231;78200;"Favrieux";128;318;41
78;78233;78810;"Feucherolles";"2 996";"1 285";234
78;78234;78200;"Flacourt";145;431;34
78;78236;78910;"Flexanville";571;889;65
78;78237;78790;"Flins-Neuve-Église";163;123;133
