;"Code Insee";"Code postal";"Commune";"Population";"Superficie";"Densité"
78;78364;78770;"Marcq";682;472;145
78;78366;78490;"Mareil-le-Guyon";408;400;102
78;78367;78750;"Mareil-Marly";"3 430";177;"1 938"
78;78368;78124;"Mareil-sur-Mauldre";"1 743";433;403
78;78372;78160;"Marly-le-Roi";"16 655";654;"2 547"
78;78380;78580;"Maule";"5 895";"1 730";341
78;78381;78550;"Maulette";752;789;96
78;78382;78780;"Maurecourt";"4 057";365;"1 112"
78;78383;78310;"Maurepas";"18 705";832;"2 249"
78;78384;78670;"Médan";"1 475";285;518
78;78385;78200;"Ménerville";198;351;57
78;78389;78490;"Méré";"1 699";"1 031";165
78;78391;78270;"Méricourt";391;215;182
78;78396;78600;"Le Mesnil-le-Roi";"6 386";325;"1 965"
78;78397;78320;"Le Mesnil-Saint-Denis";"6 610";895;739
78;78398;78490;"Les Mesnuls";879;649;136
78;78401;78250;"Meulan-en-Yvelines";"8 727";346;"2 523"
78;78402;78970;"Mézières-sur-Seine";"3 468";"1 042";333
78;78403;78250;"Mézy-sur-Seine";"1 893";476;398
78;78404;78940;"Millemont";241;578;42
78;78406;78470;"Milon-la-Chapelle";321;306;105
78;78407;78125;"Mittainville";613;"1 051";59
78;78410;78840;"Moisson";899;970;93
78;78413;78980;"Mondreville";356;440;81
78;78415;78124;"Montainville";553;479;116
78;78416;78440;"Montalet-le-Bois";322;301;107
78;78417;78790;"Montchauvet";285;798;36
78;78418;78360;"Montesson";"14 760";736;"2 006"
78;78420;78490;"Montfort-l'Amaury";"3 076";571;539
78;78423;78180;"Montigny-le-Bretonneux";"33 968";"1 165";"2 916"
78;78431;78630;"Morainvilliers";"2 362";724;327
78;78437;78270;"Mousseaux-sur-Seine";606;720;85
78;78439;78790;"Mulcent";93;354;27
78;78440;78130;"Les Mureaux";"32 634";"1 199";"2 722"
78;78442;78640;"Neauphle-le-Château";"2 948";215;"1 372"
78;78443;78640;"Neauphle-le-Vieux";693;752;93
78;78444;78980;"Neauphlette";915;972;95
78;78451;78410;"Nézel";944;131;721
78;78455;78590;"Noisy-le-Roi";"8 087";543;"1 490"
78;78460;78250;"Oinville-sur-Montcient";"1 131";387;293
78;78464;78125;"Orcemont";847;"1 049";81
78;78465;78910;"Orgerus";"2 324";"1 434";163
78;78466;78630;"Orgeval";"5 456";"1 533";356
78;78470;78125;"Orphin";924;"1 650";56
78;78472;78660;"Orsonville";299;961;32
78;78474;78910;"Orvilliers";566;594;96
78;78475;78910;"Osmoy";404;259;156
78;78478;78660;"Paray-Douaville";224;"1 028";22
78;78481;78230;"Le Pecq";"15 690";284;"5 525"
78;78484;78200;"Perdreauville";589;"1 118";53
78;78486;78610;"Le Perray-en-Yvelines";"6 388";"1 347";475
78;78490;78370;"Plaisir";"31 539";"1 868";"1 689"
78;78497;78125;"Poigny-la-Forêt";997;"2 327";43
78;78498;78300;"Poissy";"35 860";"1 328";"2 701"
78;78499;78730;"Ponthévrard";542;257;211
78;78501;78440;"Porcheville";"2 522";462;546
78;78502;78560;"Le Port-Marly";"4 608";144;"3 200"
78;78503;78270;"Port-Villez";217;535;41
78;78505;78910;"Prunay-le-Temple";814;677;121
78;78506;78660;"Prunay-en-Yvelines";360;"2 695";14
78;78513;78940;"La Queue-les-Yvelines";"2 024";577;351
78;78516;78125;"Raizeux";809;"1 025";79
78;78517;78120;"Rambouillet";"25 661";"3 519";730
78;78518;78590;"Rennemoulin";137;222;62
78;78520;78550;"Richebourg";"1 429";"1 055";136
78;78522;78730;"Rochefort-en-Yvelines";913;"1 259";73
78;78524;78150;"Rocquencourt";"3 261";278;"1 174"
78;78528;78270;"Rolleboise";407;296;138
78;78530;78790;"Rosay";362;454;80
78;78531;78710;"Rosny-sur-Seine";"5 043";"1 936";261
78;78536;78440;"Sailly";370;545;68
78;78537;78730;"Saint-Arnoult-en-Yvelines";"5 699";"1 255";455
78;78545;78210;"Saint-Cyr-l'École";"15 778";501;"3 150"
78;78548;78720;"Saint-Forget";484;600;81
78;78550;78640;"Saint-Germain-de-la-Grange";"1 795";523;344
78;78551;78100;"Saint-Germain-en-Laye";"41 312";"4 827";856
78;78557;78125;"Saint-Hilarion";883;"1 400";64
78;78558;78980;"Saint-Illiers-la-Ville";278;648;43
78;78559;78980;"Saint-Illiers-le-Bois";442;439;101
78;78561;78470;"Saint-Lambert";375;661;57
78;78562;78610;"Saint-Léger-en-Yvelines";"1 409";"3 452";41
78;78564;78660;"Saint-Martin-de-Bréthencourt";591;"1 667";36
78;78565;78790;"Saint-Martin-des-Champs";321;621;52
78;78567;78520;"Saint-Martin-la-Garenne";809;"1 575";52
78;78569;78730;"Sainte-Mesme";"4 845";816;594
78;78571;78860;"Saint-Nom-la-Bretèche";"5 053";"1 174";430
78;78575;78470;"Saint-Rémy-lès-Chevreuse";"7 858";965;815
78;78576;78690;"Saint-Rémy-l'Honoré";841;"1 015";83
78;78586;78500;"Sartrouville";"51 600";846;"6 100"
78;78588;78650;"Saulx-Marchais";784;213;369
78;78590;78720;"Senlisse";533;790;68
78;78591;78790;"Septeuil";"2 073";940;221
78;78597;78200;"Soindres";594;519;115
78;78601;78120;"Sonchamp";"1 567";"4 649";34
78;78605;78910;"Tacoignières";"1 023";317;323
78;78606;78113;"Le Tartre-Gaudran";31;428;8
78;78608;78980;"Le Tertre-Saint-Denis";105;291;37
78;78609;78250;"Tessancourt-sur-Aubette";953;436;219
78;78615;78850;"Thiverval-Grignon";"1 014";"1 117";91
78;78616;78770;"Thoiry";"1 120";709;158
78;78618;78790;"Tilly";489;780;63
78;78620;78117;"Toussus-le-Noble";831;402;207
78;78621;78190;"Trappes";"29 529";"1 347";"2 193"
78;78623;78490;"Le Tremblay-sur-Mauldre";931;603;155
78;78624;78510;"Triel-sur-Seine";"11 834";"1 358";872
78;78638;78740;"Vaux-sur-Seine";"4 745";845;562
78;78640;78140;"Vélizy-Villacoublay";"20 030";893;"2 244"
78;78642;78480;"Verneuil-sur-Seine";"15 408";943;"1 634"
78;78643;78540;"Vernouillet";"9 239";648;"1 426"
78;78644;78320;"La Verrière";"6 057";177;"3 423"
78;78646;78000;"Versailles";"87 549";"2 618";"3 345"
78;78647;78930;"Vert";771;367;211
78;78650;78110;"Le Vésinet";"16 419";500;"3 284"
78;78653;78490;"Vicq";295;443;67
78;78655;78125;"Vieille-Église-en-Yvelines";763;960;80
78;78668;78270;"La Villeneuve-en-Chevrie";555;"1 179";48
78;78672;78670;"Villennes-sur-Seine";"5 013";508;987
78;78674;78450;"Villepreux";"9 859";"1 040";948
78;78677;78930;"Villette";520;463;113
78;78681;78770;"Villiers-le-Mahieu";692;677;103
78;78683;78640;"Villiers-Saint-Fréderic";"2 684";506;531
78;78686;78220;"Viroflay";"16 064";349;"4 603"
78;78688;78960;"Voisins-le-Bretonneux";"12 366";238;"5 196"
91;"91 1 17 001";91150;"Abbéville-la-Rivière";"15,02";282;19
91;"91 1 17 016";91670;"Angerville";"25,83";"3 573";138
91;"91 1 24 017";91470;"Angervilliers";"9,01";"1 638";182
91;"91 3 01 021";91290;"Arpajon";"2,40";"10 340";"4 346"
91;"91 1 17 022";91690;"Arrancourt";"7,40";130;18
91;"91 3 02 027";91200;"Athis-Mons";"8,56";"30 644";"3 580"
91;"91 1 07 035";91410;"Authon-la-Plaine";"10,59";356;34
91;"91 2 16 037";91830;"Auvernaux";"6,50";334;51
91;"91 1 09 038";91580;"Auvers-Saint-Georges";"12,99";"1 200";92
91;"91 3 01 041";91630;"Avrainville";"9,14";720;79
91;"91 3 35 044";91160;"Ballainvilliers";"4,01";"3 812";951
91;"91 2 16 045";91610;"Ballancourt-sur-Essonne";"11,30";"7 315";647
91;"91 1 11 047";91590;"Baulne";"8,17";"1 331";163
91;"91 3 03 064";91570;"Bièvres";"9,69";"4 823";498
91;"91 1 17 067";91150;"Blandy";"7,91";119;15
91;"91 2 18 069";91720;"Boigneville";"15,80";425;27
91;"91 1 17 075";91150;"Bois-Herpin";"3,89";73;19
91;"91 1 17 079";91690;"Boissy-la-Rivière";"12,47";542;43
91;"91 1 11 080";91590;"Boissy-le-Cutté";"4,58";"1 335";291
91;"91 1 08 081";91870;"Boissy-le-Sec";"19,06";659;35
91;"91 1 24 085";91790;"Boissy-sous-Saint-Yon";"8,04";"3 743";466
91;"91 2 10 086";91070;"Bondoufle";"6,76";"9 334";"1 381"
91;"91 3 13 093";91470;"Boullay-les-Troux";"4,80";657;137
91;"91 1 09 095";91850;"Bouray-sur-Juine";"7,23";"1 931";267
91;"91 2 38 097";91800;"Boussy-Saint-Antoine";"2,90";"6 325";"2 181"
91;"91 1 08 098";91150;"Boutervilliers";"7,01";365;52
91;"91 1 11 099";91820;"Boutigny-sur-Essonne";"16,20";"3 120";193
91;"91 1 08 100";91880;"Bouville";"20,53";622;30
91;"91 3 04 103";91220;"Brétigny-sur-Orge";"14,56";"22 691";"1 558"
91;"91 1 24 105";91650;"Breuillet";"6,69";"8 288";"1 239"
91;"91 1 24 106";91650;"Breux-Jouy";"4,68";"1 219";260
91;"91 1 08 109";91150;"Brières-les-Scellés";"8,65";981;113
91;"91 3 13 111";91640;"Briis-sous-Forges";"10,86";"3 346";308
91;"91 1 17 112";91150;"Brouy";"8,39";124;15
91;"91 2 05 114";91800;"Brunoy";"6,62";"25 339";"3 828"
91;"91 3 01 115";91680;"Bruyères-le-Châtel";"12,90";"3 150";244
91;"91 2 18 121";91720;"Buno-Bonnevaux";"15,99";473;30
91;"91 3 21 122";91440;"Bures-sur-Yvette";"4,17";"9 613";"2 305"
91;"91 1 11 129";91590;"Cerny";"17,13";"3 248";190
91;"91 1 08 130";91780;"Chalo-Saint-Mars";"28,67";"1 133";40
91;"91 1 17 131";91740;"Chalou-Moulineux";"10,47";410;39
91;"91 1 09 132";91730;"Chamarande";"5,74";"1 075";187
91;"91 2 16 135";91750;"Champcueil";"16,35";"2 779";170
91;"91 3 35 136";91160;"Champlan";"3,68";"2 503";680
91;"91 1 17 137";91150;"Champmotteux";"7,57";368;49
91;"91 1 07 145";91410;"Chatignonville";"5,13";59;12
91;"91 1 09 148";91580;"Chauffour-lès-Étréchy";"4,80";133;28
91;"91 3 01 156";91630;"Cheptainville";"7,15";"1 910";267
91;"91 2 16 159";91750;"Chevannes";"10,23";"1 595";156
91;"91 3 28 161";91380;"Chilly-Mazarin";"5,57";"18 448";"3 312"
91;"91 1 17 613";91740;"Congerville-Thionville";"8,47";217;26
91;"91 2 96 174";91100;"Corbeil-Essonnes";"11,01";"42 456";"3 856"
91;"91 1 07 175";91410;"Corbreuse";"15,79";"1 697";107
91;"91 2 18 180";91490;"Courances";"8,31";348;42
91;"91 2 39 182";91080;"Courcouronnes";"4,37";"14 029";"3 210"
91;"91 2 18 184";91720;"Courdimanche-sur-Essonne";"5,62";270;48
91;"91 3 13 186";91680;"Courson-Monteloup";"3,74";588;157
91;"91 2 36 191";91560;"Crosne";"2,48";"9 097";"3 668"
91;"91 2 18 195";91490;"Dannemois";"8,43";833;99
91;"91 1 11 198";91590;"D'Huison-Longueville";"10,04";"1 397";139
91;"91 1 07 200";91410;"Dourdan";"30,64";"9 805";320
91;"91 2 29 201";91210;"Draveil";"15,75";"28 564";"1 814"
91;"91 2 16 204";91540;"Écharcon";"6,81";780;115
91;"91 3 01 207";91520;"Égly";"3,95";"5 296";"1 341"
91;"91 2 38 215";91860;"Épinay-sous-Sénart";"3,58";"12 355";"3 451"
91;"91 3 14 216";91360;"Épinay-sur-Orge";"4,44";"10 129";"2 281"
91;"91 1 17 222";91660;"Estouches";"5,98";206;34
91;"91 1 08 223";91150;"Étampes";"40,92";"22 182";542
91;"91 2 32 225";91450;"Étiolles";"11,65";"3 095";266
91;"91 1 09 226";91580;"Étréchy";"14,06";"6 273";446
91;"91 2 97 228";91000;"Évry";"8,33";"52 403";"6 314"
91;"91 2 31 235";91700;"Fleury-Mérogis";"6,51";"9 107";"1 399"
91;"91 1 17 240";91690;"Fontaine-la-Rivière";"3,69";206;56
91;"91 3 13 243";91640;"Fontenay-lès-Briis";"9,72";"1 832";188
91;"91 2 16 244";91540;"Fontenay-le-Vicomte";"6,83";"1 264";185
91;"91 3 13 249";91470;"Forges-les-Bains";"14,58";"3 711";255
91;"91 3 30 272";91190;"Gif-sur-Yvette";"11,60";"20 776";"1 791"
91;"91 2 18 273";91720;"Gironville-sur-Essonne";"13,21";798;60
91;"91 3 13 274";91400;"Gometz-la-Ville";"9,86";"1 313";133
91;"91 3 13 275";91940;"Gometz-le-Châtel";"5,05";"2 426";480
91;"91 2 40 286";91350;"Grigny";"4,87";"26 860";"5 515"
91;"91 3 01 292";91630;"Guibeville";"2,61";727;279
91;"91 1 11 293";91590;"Guigneville-sur-Essonne";"9,19";934;102
91;"91 1 17 294";91690;"Guillerval";"17,30";755;44
91;"91 3 22 312";91430;"Igny";"3,82";"10 146";"2 656"
91;"91 1 11 315";91760;"Itteville";"12,20";"6 509";534
91;"91 1 09 318";91510;"Janville-sur-Juine";"10,67";"1 851";173
91;"91 3 13 319";91640;"Janvry";"8,24";594;72
91;"91 3 41 326";91260;"Juvisy-sur-Orge";"2,24";"14 347";"6 405"
91;"91 1 11 232";91590;"La Ferté-Alais";"4,55";"3 997";878
91;"91 1 07 247";91410;"La Forêt-le-Roi";"7,94";477;60
91;"91 1 17 248";91150;"La Forêt-Sainte-Croix";"5,36";154;29
91;"91 3 01 457";91290;"La Norville";"4,52";"4 101";907
91;"91 3 20 665";91620;"La Ville-du-Bois";"3,62";"7 157";"1 977"
91;"91 1 09 330";91510;"Lardy";"7,63";"5 595";733
91;"91 2 16 179";91830;"Le Coudray-Montceaux";"11,44";"4 563";399
91;"91 3 04 494";91220;"Le Plessis-Pâté";"7,58";"4 018";530
91;"91 1 24 630";91530;"Le Val-Saint-Germain";"12,57";"1 471";117
91;"91 1 07 284";91410;"Les Granges-le-Roi";"12,68";"1 026";81
91;"91 3 13 411";91470;"Les Molières";"7,02";"1 950";278
91;"91 3 43 692";91940;"Les Ulis";"5,18";"24 691";"4 767"
91;"91 3 04 332";91630;"Leudeville";"7,84";"1 351";172
91;"91 3 01 333";91310;"Leuville-sur-Orge";"2,49";"4 141";"1 663"
91;"91 3 13 338";91470;"Limours";"14,25";"6 456";453
91;"91 3 20 339";91310;"Linas";"7,51";"6 418";855
91;"91 2 10 340";91090;"Lisses";"10,40";"7 179";690
91;"91 3 14 345";91160;"Longjumeau";"4,84";"21 276";"4 396"
91;"91 3 20 347";91310;"Longpont-sur-Orge";"5,05";"6 646";"1 316"
91;"91 2 18 359";91720;"Maisse";"21,58";"2 703";125
91;"91 3 20 363";91460;"Marcoussis";"16,80";"7 831";466
91;"91 1 17 374";91150;"Marolles-en-Beauce";"6,00";225;38
91;"91 3 04 376";91630;"Marolles-en-Hurepoix";"6,47";"4 753";735
91;"91 3 98 377";91300;"Massy";"9,43";"40 523";"4 297"
91;"91 1 09 378";91730;"Mauchamps";"3,16";287;91
91;"91 2 16 386";91540;"Mennecy";"11,09";"13 295";"1 199"
91;"91 1 17 390";91660;"Méréville";"26,99";"3 207";119
91;"91 1 07 393";91780;"Mérobert";"10,71";545;51
91;"91 1 17 399";91150;"Mespuits";"9,95";181;18
91;"91 2 18 405";91490;"Milly-la-Forêt";"33,80";"4 721";140
91;"91 2 18 408";91490;"Moigny-sur-École";"12,23";"1 286";105
91;"91 1 11 412";91590;"Mondeville";"6,70";673;100
