"Nom de l’activité";"Spécialité";"Description";"Nom du centre de santé";"Jour";"Heure de début";"Heure de fin";"nom";"rue";"zip";"ville";"Numéro de téléphone";"Adresse mail";"Site internet";"Latitude";"Longitude";"join_id";"starttime";"endtime";"stardate";"enddate";"Liste des Jours";"Liste horaires";"Praticien";"Symptômes";"";"";"";"";"";"Latitude";"Longitude";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Lundi";"08:00:00 AM";"12:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"2";"480";"720";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Lundi";"01:00:00 PM";"06:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"2";"780";"1080";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Mardi";"08:00:00 AM";"12:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"3";"480";"720";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Mardi";"01:00:00 PM";"06:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"3";"780";"1080";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Mercredi";"08:00:00 AM";"12:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"4";"480";"720";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Mercredi";"01:00:00 PM";"06:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"4";"780";"1080";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Jeudi";"08:00:00 AM";"12:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"5";"480";"720";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Jeudi";"01:00:00 PM";"06:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"5";"780";"1080";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Vendredi";"08:00:00 AM";"12:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"6";"480";"720";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de santé René Laborie";"Vendredi";"01:00:00 PM";"06:00:00 PM";"René Laborie";"29, rue de Turbigo";"75002";"Paris";"08 20 21 33 33";"null";"null";"48.86";"2.35";"6";"780";"1080";"01/01/12";"01/01/13";" Lundi Mardi Mercredi Jeudi Vendredi Samedi";"08:00:00 AM - 12:00:00 PM et 01:00:00 PM - 06:00:00 PM";"généraliste toubib médecin medecin";"null";"null";"null";"null";"null";"48.8643567";"2.3508222";
